"sku","product_name","brand_as_listed","manufacturer_status","category","variant_or_unit","description_as_listed","source_url","source_photo","supplier_resource","confirmation_notes","checked_at"
"TLE47H","Edger Hand Round Ended 145mm x 50mm 12mm Radius","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","Radius edgers are designed to finish the edges of freshly placed concrete by creating a rolled edge. They can also be used to create a highlight between the edge of the concrete and a textured finish to create a clean transition line.","https://lyndons.com.au/products/safety-ppe-hand-tools/edger-hand-round-ended-145mm-x-50mm-12mm-radius","https://lyndons.com.au/media/cache/435x435_webp/0/8/2568/EhWhWXdrMaFPx996/tle47h.webp","","No brand is identified on the source listing.","2026-09-21"
"TLE59H","Edger Hand Held — 150mm x 105mm 6mm Radius","Brand not listed","Not identified by the source","Tools & equipment","150mm x 105mm 6mm Radius","Radius edgers are designed to finish the edges of freshly placed concrete by creating a rolled edge. They can also be used to create a highlight between the edge of the concrete and a textured finish to create a clean transition line.","https://lyndons.com.au/products/safety-ppe-hand-tools/edger-hand-held","https://lyndons.com.au/media/cache/435x435_webp/1/9/2569/dsHAGfIMmNu5jc2U/tle59h.webp","","No brand is identified on the source listing.","2026-09-21"
"TLE60H","Edger Hand Held — 150mm x 105mm 10mm Radius","Brand not listed","Not identified by the source","Tools & equipment","150mm x 105mm 10mm Radius","Radius edgers are designed to finish the edges of freshly placed concrete by creating a rolled edge. They can also be used to create a highlight between the edge of the concrete and a textured finish to create a clean transition line.","https://lyndons.com.au/products/safety-ppe-hand-tools/edger-hand-held","https://lyndons.com.au/media/cache/435x435_webp/1/9/2569/dsHAGfIMmNu5jc2U/tle59h.webp","","No brand is identified on the source listing.","2026-09-21"
"TLE61H","Edger Hand Held — 150mm x 105mm 12mm Radius","Brand not listed","Not identified by the source","Tools & equipment","150mm x 105mm 12mm Radius","Radius edgers are designed to finish the edges of freshly placed concrete by creating a rolled edge. They can also be used to create a highlight between the edge of the concrete and a textured finish to create a clean transition line.","https://lyndons.com.au/products/safety-ppe-hand-tools/edger-hand-held","https://lyndons.com.au/media/cache/435x435_webp/1/9/2569/dsHAGfIMmNu5jc2U/tle59h.webp","","No brand is identified on the source listing.","2026-09-21"
"TLE68H","Edger Hand Held — 150mm x 105mm 20mm Radius","Brand not listed","Not identified by the source","Tools & equipment","150mm x 105mm 20mm Radius","Radius edgers are designed to finish the edges of freshly placed concrete by creating a rolled edge. They can also be used to create a highlight between the edge of the concrete and a textured finish to create a clean transition line.","https://lyndons.com.au/products/safety-ppe-hand-tools/edger-hand-held","https://lyndons.com.au/media/cache/435x435_webp/1/9/2569/dsHAGfIMmNu5jc2U/tle59h.webp","","No brand is identified on the source listing.","2026-09-21"
"TLE65H","Edger Hand Held — 150mm x 50mm 10mm Radius","Brand not listed","Not identified by the source","Tools & equipment","150mm x 50mm 10mm Radius","Radius edgers are designed to finish the edges of freshly placed concrete by creating a rolled edge. They can also be used to create a highlight between the edge of the concrete and a textured finish to create a clean transition line.","https://lyndons.com.au/products/safety-ppe-hand-tools/edger-hand-held","https://lyndons.com.au/media/cache/435x435_webp/1/9/2569/dsHAGfIMmNu5jc2U/tle59h.webp","","No brand is identified on the source listing.","2026-09-21"
"TLE62H","Edger Hand Held — 150mm x 70mm 10mm Radius","Brand not listed","Not identified by the source","Tools & equipment","150mm x 70mm 10mm Radius","Radius edgers are designed to finish the edges of freshly placed concrete by creating a rolled edge. They can also be used to create a highlight between the edge of the concrete and a textured finish to create a clean transition line.","https://lyndons.com.au/products/safety-ppe-hand-tools/edger-hand-held","https://lyndons.com.au/media/cache/435x435_webp/1/9/2569/dsHAGfIMmNu5jc2U/tle59h.webp","","No brand is identified on the source listing.","2026-09-21"
"TLE63H","Edger Hand Held — 150mm x 70mm 12mm Radius","Brand not listed","Not identified by the source","Tools & equipment","150mm x 70mm 12mm Radius","Radius edgers are designed to finish the edges of freshly placed concrete by creating a rolled edge. They can also be used to create a highlight between the edge of the concrete and a textured finish to create a clean transition line.","https://lyndons.com.au/products/safety-ppe-hand-tools/edger-hand-held","https://lyndons.com.au/media/cache/435x435_webp/1/9/2569/dsHAGfIMmNu5jc2U/tle59h.webp","","No brand is identified on the source listing.","2026-09-21"
"TLE64H","Edger Hand Held — 150mm x 70mm 20mm Radius","Brand not listed","Not identified by the source","Tools & equipment","150mm x 70mm 20mm Radius","Radius edgers are designed to finish the edges of freshly placed concrete by creating a rolled edge. They can also be used to create a highlight between the edge of the concrete and a textured finish to create a clean transition line.","https://lyndons.com.au/products/safety-ppe-hand-tools/edger-hand-held","https://lyndons.com.au/media/cache/435x435_webp/1/9/2569/dsHAGfIMmNu5jc2U/tle59h.webp","","No brand is identified on the source listing.","2026-09-21"
"TLE45H","Edger Hand Held — 200mm x 140mm 12mm Radius","Brand not listed","Not identified by the source","Tools & equipment","200mm x 140mm 12mm Radius","Radius edgers are designed to finish the edges of freshly placed concrete by creating a rolled edge. They can also be used to create a highlight between the edge of the concrete and a textured finish to create a clean transition line.","https://lyndons.com.au/products/safety-ppe-hand-tools/edger-hand-held","https://lyndons.com.au/media/cache/435x435_webp/1/9/2569/dsHAGfIMmNu5jc2U/tle59h.webp","","No brand is identified on the source listing.","2026-09-21"
"TLE46H","Edger Hand Held — 200mm x 140mm 20mm Radius","Brand not listed","Not identified by the source","Tools & equipment","200mm x 140mm 20mm Radius","Radius edgers are designed to finish the edges of freshly placed concrete by creating a rolled edge. They can also be used to create a highlight between the edge of the concrete and a textured finish to create a clean transition line.","https://lyndons.com.au/products/safety-ppe-hand-tools/edger-hand-held","https://lyndons.com.au/media/cache/435x435_webp/1/9/2569/dsHAGfIMmNu5jc2U/tle59h.webp","","No brand is identified on the source listing.","2026-09-21"
"MFCB16","Rebar Cutter/Bender 16mm Capacity","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","The MCC Bolt Cutters are adaptable from soft to medium hard materials and makes a quick and easy cut on reinforcing rods and bolts.
The blades are drop forged from alloy tool steel then carefully heat-treated for maximum strength and wear resistance.","https://lyndons.com.au/products/safety-ppe-hand-tools/rebar-cutter-bender-16mm-capacity","https://lyndons.com.au/media/cache/435x435_webp/0/1/2571/tfY68vx2zUJ8aK9K/mfcb16.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"STON001","Concrete Rubbing Brick with Handle 28mm x 80mm x 150mm — RB30 Coarse","Brand not listed","Not identified by the source","Tools & equipment","RB30 Coarse","Rubbing bricks are manufactured with extra coarse silicon carbide abrasives. Fluted rubbing bricks have diagonal grooves that provide sharp edges, a clean shearing action and carry away debris material when rubbing down concrete or cleaning forms. The fluted brick with handle is designed for extra comfort and makes quick work on overhead, wall and floor jobs.","https://lyndons.com.au/products/safety-ppe-hand-tools/concrete-rubbing-brick-with-handle-28mm-x-80mm-x-150mm","https://lyndons.com.au/media/cache/435x435_webp/2/3/2573/NaRQtc31QD5hdxhb/ston001.webp","","No brand is identified on the source listing.","2026-09-21"
"STON002","Concrete Rubbing Brick with Handle 28mm x 80mm x 150mm — RB60 Medium","Brand not listed","Not identified by the source","Tools & equipment","RB60 Medium","Rubbing bricks are manufactured with extra coarse silicon carbide abrasives. Fluted rubbing bricks have diagonal grooves that provide sharp edges, a clean shearing action and carry away debris material when rubbing down concrete or cleaning forms. The fluted brick with handle is designed for extra comfort and makes quick work on overhead, wall and floor jobs.","https://lyndons.com.au/products/safety-ppe-hand-tools/concrete-rubbing-brick-with-handle-28mm-x-80mm-x-150mm","https://lyndons.com.au/media/cache/435x435_webp/2/3/2573/NaRQtc31QD5hdxhb/ston001.webp","","No brand is identified on the source listing.","2026-09-21"
"MFTOPN","Clamp Top Steady - Nail On Brackets MFTOPN","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","Adjustable tool to make it easier to set up brick profiles. Zinc Plated, Secure Insert, Steel Construction","https://lyndons.com.au/products/safety-ppe-hand-tools/clamp-top-steady-nail-on-brackets-mftopn","https://lyndons.com.au/media/cache/435x435_webp/0/4/2574/yNi1j9fnjpunjarB/mftopn.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"MFGSI","Clamp Small Internal","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","Internal Profile Clamps have G-Brackets, making it ideal for internal frames where driving nails in is not an option. This Brick Clamp can be quickly fixed to the building frame to get the profile set up.","https://lyndons.com.au/products/safety-ppe-hand-tools/clamp-small-internal","https://lyndons.com.au/media/cache/435x435_webp/1/5/2575/98kA670WNrBxVwui/mfgsi.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"STLN010","Chalk Line — Giant 30mtr KEG100","Keson","Keson (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Giant 30mtr KEG100","Holds over 1 pound of chalk for fewer refills
100 or 110 feet giant string, and pull ring
One-piece steel crank for long life
Hooks onto tool belt","https://lyndons.com.au/products/tools-and-accessories-measuring-equipment-and-layout-tools/chalk-line-keson","https://lyndons.com.au/media/cache/435x435_webp/1/4/2494/KXnZVUdTaQeiTszc/stln010.webp","","","2026-09-21"
"STLN014","Chalk Line — Giant 50mtr KEG150","Keson","Keson (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Giant 50mtr KEG150","Holds over 1 pound of chalk for fewer refills
100 or 110 feet giant string, and pull ring
One-piece steel crank for long life
Hooks onto tool belt","https://lyndons.com.au/products/tools-and-accessories-measuring-equipment-and-layout-tools/chalk-line-keson","https://lyndons.com.au/media/cache/435x435_webp/1/4/2494/KXnZVUdTaQeiTszc/stln010.webp","","","2026-09-21"
"STLN015","Chalk Line — Standard 30mtr KEK-3X","Keson","Keson (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Standard 30mtr KEK-3X","Holds over 1 pound of chalk for fewer refills
100 or 110 feet giant string, and pull ring
One-piece steel crank for long life
Hooks onto tool belt","https://lyndons.com.au/products/tools-and-accessories-measuring-equipment-and-layout-tools/chalk-line-keson","https://lyndons.com.au/media/cache/435x435_webp/1/4/2494/KXnZVUdTaQeiTszc/stln010.webp","","","2026-09-21"
"EXFBF01","Bull Float Heavy Duty Ally 1220mm x 150mm","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","Heavy-duty tilting bull float made from 6063 T6 structural aluminium. Square ends with 25 mm radius corners to reduce end marking. Two strengthening ribs. Steel tilting mechanism for changing floating direction. Telescopic fitting for through-pin extension poles.","https://lyndons.com.au/products/safety-ppe-hand-tools/bull-float-heavy-duty-ally-1220mm-x-150mm","https://lyndons.com.au/media/cache/435x435_webp/2/6/2576/Z7RhajT6UOINgd41/exfbf01.webp","","No brand is identified on the source listing.","2026-09-21"
"BELT044","Back Support Signature Tool Belt — 34""","Buckaroo","Buckaroo (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","34""","The original back-support toolbelt, tried and tested for over 40 years and still one of the most comfortable tool belts in the world. This Buckaroo leather works belt helps you get organised and saves your back.","https://lyndons.com.au/products/tools-and-accessories-accessories-and-replacements/back-support-signature-tool-belt","https://lyndons.com.au/media/cache/435x435_webp/2/3/2483/OeFgDiTXzl7cK1JL/belt044.webp","","","2026-09-21"
